"session","created","modified","ended","expired","code","pid_nr","class_start","ref_norm","refnorm_open_t1","random_refnorm_sentence_t1_class1","random_refnorm_sentence_t1_class2","refnorm_rank_t1","refnorm_open_t2","random_refnorm_sentence_t2_class1","random_refnorm_sentence_t2_class2","refnorm_rank_t2","student1","student2","student3","student4","student5","student6","student7","student8","student9","inf_cons","age","gender","exp","subjects","subject_deutsch"
"kOiscejNvDY0dgFFKBa1XveRDH8gKB6CbzBH1pTpjazLw5oroyi8HG0Dmkxfwa7O","2022-05-02 10:19:33","2022-05-03 11:58:15","2022-05-03 11:58:15","","432","66","2","c","Dass sich die Ergebnisse nach Woche 8 immer mehr im Zentrum finden. D.h es gibt nicht mehr so viele ""schlechte Ergebnisse"" aber auch dei zuvor sehr guten rutschen langsam ab","","Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.","2","Dass die große Mehrheit über dem Grundanspruch für die klasse 9 liegt, obwohl sie sich erst in der 8. Klasse befinden","Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.","","3","plus2","minus1","plus3","null","plus3","plus1","plus2","plus3","plus1","2","","","","",""
"lsX1-xZr90dbBR5s0MpzVNfYJzW50U52TiG2g3Flef7Z4Cvr-palJdNn19R8bDca","2022-05-02 10:28:09","2022-05-02 10:52:50","2022-05-02 10:52:50","","366","67","1","c","Zu Beginn liegen die individuellen Lernstände der Schüler*innen noch am weitesten voneinander entfernt.  
Nach 6 Wochen rückt das Leistungsniveau der Klasse am engsten zusammen, während es sich nach 8 Wochen wiederum erneut ausdifferenziert. ","Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.","","1","Mit der Zeit scheinen zunehmend mehr Schüler:innen den Grundanspruch zu erreichen oder zu übertreffen. ","","Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.-Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.","3","plus1","minus4","plus4","null","plus2","minus5","minus1","plus3","minus3","1","3","2","4","3",""
"kiypoGbIfzkKdxbpbgwzhTN-YBqEZQc6TJS9lE0UqD0VFUUcvdm2xB3rJHXGt3ft","2022-05-02 12:17:42","2022-05-02 12:40:32","2022-05-02 12:40:32","","285","68","1","c","In Woche 4 und 8 liegen die Ergebnisse der Schülerinnen und Schüler weiter auseinander als in Woche 6. Der Unterschied zwischen den stärksten und den schwächsten Schülern liegen weiter auseinander.","Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.","","3","Teilweise liegen die Lernniveaus unter dem Anspruch für Ende Klasse 6.
Auch hier liegen die Niveaus stark verstreut vor. ","","Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.","1","minus1","null","minus2","null","plus5","plus5","plus5","null","minus3","1","2","1","2","1, 2","2"
"KOeQ6NvYAoZg19YIT_84AUoRI5URLbTm3CYGYekMZTiBewt9jHZrmVoqsgmiBYII","2022-05-02 12:26:07","2022-05-02 12:41:58","2022-05-02 12:41:58","","384","69","2","s","Je mehr Zeit vergeht desto schlechter werden die Leistungen der Schüler(innen), was eher ungewöhnlich ist, da die Kinder mehr Zeit haben um Neues aufzufassen und zu verstehen.

Die meisten Schüler (innen ) befinden sich im Mittelbereich, nur wenige erziehen sehr schlechte Leistungen, nur eine/ zwei Schüler(in) erreicht Stufe 10. Nur eine Person erreicht in Woche 6 Stufe 1.","","Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.","2","Die schlechteste Stufe liegt bei Stufe 5 was eine mittelmäßige Leistung ist. Eine Vielzahl der Kinder liegt über Stufe 5 und bereits viele erreichen sogar Stufe 10.","Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.","","3","minus3","minus3","minus2","null","plus3","plus1","plus1","plus2","minus4","2","","","","",""
"qoFFCAgUvQUrIahRhgblybiZEjvcRObpqa-D730PIPgbybWRKHnYiHutv-TA6jpU","2022-05-02 12:40:47","2022-05-02 12:54:14","2022-05-02 12:54:15","","339","70","2","c","im Verlauf des Unterrichts gleichen sich die Ergebnisse der Schüler*innen an. In Woche 4 sind noch deutlichere Ausschläge zu sehen, die jedoch in Woche 8 verschwunden sind. Aber auch die Spitzengruppe der Schüler*innen ist nicht mehr so weit oben wie noch zu beginn.
Verbesserung der Schlechten und Verschlechterung der Guten ","","Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.","3","Viele der Schüler sind über den Anforderungen ihrer Klassenstufe. Jedoch benötigen einige Förderbedarf, was von hoher wichtigkeit ist","Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.","","2","minus1","minus3","plus3","null","plus5","minus2","minus1","plus3","minus4","1","1","2","2","1, 3","1"
"wittyGuineaPigXXXvY25dt8ccR4-pqa0flB9OGBH5D0hbifqefm1MGqDQ-24PiM","2022-05-02 14:54:50","2022-05-02 14:55:12","","","wittyGuineaPigXXXvY25dt8ccR4-pqa0flB9OGBH5D0hbifqefm1MGqDQ-24PiM","71","2","c","","","","","","","","","","","","","","","","","","","","","","",""
"PQee1RSbDZRkJxR4OFQC4pGCxdb4SjW3pLk9mkafBTEghnA5NqCywLPQk02NwE-P","2022-05-02 15:16:21","2022-05-02 15:53:47","2022-05-02 15:53:47","","283","72","2","c","Anhand der Messergebnisse ist zu erkennen, dass in der vorliegenden Klasse eine hohe Heterogenität vorherrscht. In Woche 4 (Beginn der Messung) ist von Sufe 3 an fast allen Stufen bis Stufe 10 vertreten. In Woche 6 erreichen mehr SuS eine höhere Punktzahl auf der Komeptenzskala, was widerum einen positiven Lernverlauf von der Leistungsmitte der Klasse wiederspiegelt. Dennoch fällt auf ,dass einzelne SuS zurück bleiben. Auch die leistungsstarken SuS aus Woche 4 konnten sich nicht verbessern 
In Woche 6 fällt auf ,dass die SuS öfters eine ähnliche Punktanzahl auf der Kompetenzskala erreichen (die ehemalige Spitze gleicht sich den darunterstehenden Stufen an). Dies zeigt einen negativen Trend der Lernstände und der Lernverlauf insbesondere der anfangs starken SuS fällt ab. Abschließend lässt sich sagen, dass der Lernverlauf rückschrittig scheint.","","Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.","1","Die Ergebnisse zeigen, dass die SuS von Frau Knoll sehr hohe Punktzahlen auf der Kompetenzskala erreichen. In Woche 6 nähern sich die leistungsschwachen SuS den leistungsstärkeren an, ohne erhebliche Verschlechterung der starken SuS. Alle SuS haben hier mindestens Stufe 8 erreicht und sind über der Geraden des Grundanspruchs Ende Klasse 9. Dies zeigt, dass es sich um eine sehr leitungsstarke Klasse handeln muss, da es keine SuS gibt, die in die unteren Sutfen abfallen und es sich hier um eine achte Klasse handelt, bei denen die regelmäßigen Test durchgeführt worden sind. Dennoch bleibt anzumerken, dass zwei Wochen später in Woche 8 die einzelnen SuS an der Kompetenzskala wieder abfallen und dass die Ergebnisse wieder breiter gestreut sind. Dennoch erfüllt im Gegensatz zu Woche 4 jeder mindestens Grundanspruch Ende Klasse 6. Der Lernstand der gesamten Klasse ist wieder in Woche 6 am besten und nimmt in Woche 8 somit wieder ab. ","Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.","","1","plus2","minus4","plus5","plus1","plus3","minus5","null","plus4","minus2","1","2","2","1","2",""
"4gufVr8clboFhF5-Td4ZxhOcHkPc8MC-XCE6BBZ0eN_28rgdDSXBfRXXbvQd7Fn7","2022-05-02 16:15:04","","","","372","73","1","s","","","","","","","","","","","","","","","","","","","","","","",""
"SEKzxHN_diKX2vX7sP_vetLDs0jPNrqCCIglsMdgYy4OH824RU8QPDN2PEFjeNE_","2022-05-02 16:15:05","2022-05-02 16:29:17","2022-05-02 16:29:17","","372","74","2","i","Generell zeigen die Ergebnisse dieser achten Klasse eine Verteilung der Leistungen der SuS innerhalb des Kompetenzbereichs.  Im Verlauf von Woche 4 bis Woche 8, also zu späterem Zeitpunkt zeigt sich ein gewisses Aneinanderrücken der Schülerleistungen auf der Punkteskala. Das Mittel der Schulklasse verbessert seine Kompetenzen, erreicht höhere Punkte auf der Skala.","","Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.","1","Alle SuS erreichen nach Woche 6 eine höhere Punktzahl. Manche verbessern sich danach, andere nicht. 
Beim Stand von Woche 8 haben allerdings alle SuS ihre Kompetenzen verbessert im Vergleich zu Woche 4.
Alle Kinder erreichen dann ein Kompetenzniveau, das dem Anspruch nach Klasse 6 entspricht bzw. darüber liegt.","Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.","","1","plus1","minus3","plus4","null","plus2","minus4","minus1","plus3","minus2","1","1","1","2","1, 4","1"
"c9OBmu2orPuRc4CsJVI1Vr3pGqhaVamgPORwHX-I2PKoHZieoB9LFkJ3zSl6DNiy","2022-05-02 16:15:06","","","","","75","2","i","","","","","","","","","","","","","","","","","","","","","","",""
"iNn5lznsTUrbioqQdslGhzl6TKFqkXr4TiyGapPNObArysdOe619S0zNlxlhKoK3","2022-05-02 16:18:42","2022-05-02 16:50:41","2022-05-02 16:50:41","","317","76","2","c","Von Woche 4 auf 6 sieht man insgesamt eine Leistungsverbesserung der Klasse. Trotzdem ist in Woche 6 noch ein großes Spektrum an Kompetenzpunkten zu beobachten. In Woche 8 haben viele Schüler/innen mehr Kompetenzpunkte erreicht als in Woche 6, manche aber auch weniger Punkte. ","","Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.-Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.","3","Die Schüler/innen aus Frau Knolls 8. Klasse liegen über dem Grundanspruch, der Ende Klasse 9 erreicht werden soll.
Von Woche 6 auf 8 haben sich manche sogar verschlechtert.","Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.","","2","null","minus3","plus2","null","plus3","minus2","plus1","plus2","minus3","1","2","1","2","1, 2, 3","1"
"nvosuU5BEW_rvXXeIDvz0azQIROT8tUq91nh-JGsFnh-kYhGuq6xIAoEUKWoHD3S","2022-05-02 16:24:45","2022-05-02 16:42:15","2022-05-02 16:42:15","","296","77","1","s","Alle SuS sind dazu in der Lage, die geläufigen Grundlagen anzuwenden. Jedoch fand zwischen Woche 4 und 8 keine durchschnittliche Verbesserung der Kenntnisse statt.","Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.","","3","Die beiden Klassen schneiden in etwa gleich ab","","Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.","1","minus1","null","minus1","null","plus1","plus1","plus1","null","minus1","1","2","1","2","2, 4",""
"bw6hWJac9UQ2xI3s6YHJIDNZwJiMzys4ZivFhEMjy-yhpnkuxZMS_5DF-015-n8W","2022-05-02 16:26:15","","","","","78","2","i","","","","","","","","","","","","","","","","","","","","","","",""
"eW1gmsmKOZe8ZPcZQqJQw3GVo7DwSEwp-1FgUs03--f5BMRSHUA7wCGTIOsRNe6l","2022-05-02 16:26:33","","","","","80","1","i","","","","","","","","","","","","","","","","","","","","","","",""
"3dV_yNO4RGzqmZ-JA7gI0C9mKAxcz_Cjevt9B0uRXrSvecyZFkcd07NYoGZXAyjY","2022-05-02 16:26:33","","","","","80","2","i","","","","","","","","","","","","","","","","","","","","","","",""
"XGRIjWcOg1CVpfjsfedQelXez-VY3HBk1xP-kr-L9hL2vEAtY6BgDnlrsvjnQaBl","2022-05-02 16:28:50","","","","","81","2","s","","","","","","","","","","","","","","","","","","","","","","",""
"no39NGrRcvhQYtba3Tu-3jBqKkdhbE20yFE-ykTDQBfmL1junZ9h5CKagtdahfbl","2022-05-02 16:28:58","","","","","82","2","s","","","","","","","","","","","","","","","","","","","","","","",""
"jz_KIQfUNOuT84g_1seGGam2VMkb2U61kjJVK0v7p7e4lZBuoihxT33B_jB0XOnt","2022-05-02 16:29:18","","","","","83","2","c","","","","","","","","","","","","","","","","","","","","","","",""
"m5RmSBb2Qsm7vjqwcEgTQzP3KTS-FPhkz6iTPm0YH26p3FL6KHvWt1K22TeWSqs5","2022-05-02 16:41:03","2022-05-02 16:43:04","2022-05-02 16:43:04","","407","84","1","c",".","Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.","","3",".","","Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.","2","minus2","plus2","plus5","minus2","minus5","minus1","null","plus2","minus4","2","","","","",""
"rmevTknFVC8M-gMy1kZigCon-N43aifG78DJgZgqZmLTBkY2_75-R3KFWgX3QB2i","2022-05-02 17:36:28","2022-05-03 20:55:46","2022-05-03 20:55:46","","378","85","2","c","Großteils sind die S u S auf der Stufe 7/8. Hiermit sehen wir einige Schüler die unter dem Durchschnitt feststecken die wir auf den gleichen Stand der Mitschüler bringen sollten. Die die über dem Durchschnitt der Klasse stehen sollten somit aber auch nicht unterfordert sein","","Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.","1","Die meisten S u S sind über dem erwartetem Wissenszustand ","Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.","","3","null","minus4","plus2","minus1","plus4","minus3","null","plus3","minus4","1","2","1","1","1, 4","2"
"e5_6kzDHSxlOu6YZVdGMgeCSFITwnqkJfiW5E8UOwX34qlDDQzeAQ29pgqJiZZ6y","2022-05-02 18:01:55","","","","348","86","1","c","","","","","","","","","","","","","","","","","","","","","","",""
"5ZBQ91QxUzutCbXibkAQE5iIGnJZ4zTGh5vJoH9VQlvc5b09gNDhxcnpGe6I9CA4","2022-05-02 18:05:00","2022-05-02 18:18:14","2022-05-02 18:18:14","","355","87","2","c","Das sich die Leistung der Schüler*innen zwar im Laufe der Wochen gesteigert hat und somit viele auf den gleichen Stufen stehen. Allerdings haben sie sich im allgemeinen verschlechtert als ihr Niveau gebessert.","","Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.","2","Im Laufe von 4 Wochen haben einzelne Schüler*innen welche davo noch unter dem Grundanspruch der 6. Klasse waren es über den Anspruch der 9. Klasse geschafft. Allgeiein ist ihre Klasse mit der mehrheit der Schüler*innen über dem Grundanspruch der 9. KLasse. Ebenfalls auffällig ist, das einzelne Schüler*innen im Verlauf von 2 Wochen ihr Niveau(Stufe) verschlechtert haben. ","Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.","","3","minus1","plus1","plus3","plus2","plus3","plus2","plus3","plus2","minus2","1","1","1","1","2, 3",""
"wv20kiPQoZ9qChrcPRVG2Aui2xqbk06v2c-rr_LNsSJghWSQlPgTcvqM9Ll1ZkPw","2022-05-02 18:35:00","2022-05-02 18:52:51","2022-05-02 18:52:51","","324","88","1","s","Es lässt sich nach 2 Wochen eine Steigerung feststellen. So befanden sich noch 5 SuS in den Stufen 5-7 in Woche 4, in Woche 6 dagegen ist der niedrigste Schüler bei 800 Punkten (Stufe 8).
Interessant ist das einige SuS nach weiteren 2 Wochen wieder in den Kompetenzstufen nach unten rutschen. Zudem bemerkenswert ist das sich nur wenige Schüler im obersten Kompetenzbereich befinden. Als Frau Maier würde ich also zum einen darauf achten, dass die SuS die Kompetenzen auch über einen längeren Zeitraum abrufen können. Zudem sollte natürlich der Anspruch sein, möglichst viele SuS in einer hohen Kompetenzstufe verordnen zu können.","Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.","","1","Am zentralsten ist die Infromation, das ein bzw. zwei Schüler*innen ziemlich weit abgeschlagen vom Rest der Klasse sich befinden. Hier besteht wohl spezieller Förderbedarf. Zudem rutscht ein Schüler*in unter den niedrigsten Schüler*in nach 2 Wochen. Nach 4 Wochen befinden sich viele SuS in Kompetenzbereich der Stufen 8 und 9. Auf der anderen Seite hat die Vergleichsgruppe, zumindest teilweise, höhere Kompetenzstufen erreicht.","","Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.","1","minus1","minus1","plus1","null","plus3","plus1","plus1","plus2","minus1","1","1","2","2","2, 3",""
"1Spx_e66QOhhLkQVjYs9Wqa_vb5-dp4GfeXD23RftHy1jD4bL7d2BwQ1Tbwi2BQR","2022-05-02 23:08:26","","","","","89","1","c","","","","","","","","","","","","","","","","","","","","","","",""
"sRQR12gLefrDXIWsD6GQbgoSuN9e849QaPNPinXm2C9pbP1xr-KSi69tXZNafpSq","2022-05-03 01:32:54","2022-05-03 21:19:24","2022-05-03 21:19:24","","401","90","1","i","-Die Tests haben der vierten, sechsten und achten Woche stattgefunden, nähmlich jeder tritten Woche
- Die Mehrheit der SuS befinden sich in der Stufe 8,9,10. Das zeigt sie haben die Unterrichte verstanden.  Sie haben mehr als 800 Punkte bekommen und ihre Leistung ist gut während der genannten Wochen. 
 ","Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.","","1","- Manche SuS haben sich verbessert oder verschlechtert
- Die einzielnen SuS, die in der Woche 4 und 6 die beste Leistung gezeigt haben, haben sie sich in den folgenden Wochen verschlechtert 
- Die Leistung der meisten SuS hat sich im Läufe der Wochen  gesunken 
","","Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.-Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.","1","null","minus4","plus4","plus1","plus4","minus4","null","plus4","minus4","1","2","1","2","1, 4","2"
"1Pfv6HHdiod-IWqDgfu4wEnSu3Guyq5q79V2vC-aJae97l_929SXYS_tXvYKt-FA","2022-05-03 03:40:54","2022-05-03 03:53:41","2022-05-03 03:53:41","","301","91","1","i","Die Klasse hat sich von Woche 4 zu Woche 6 verbessert. In den darauffolgenden Wochen haben einige SuS wieder ein wenig nachgelassen. 
Der Großteil der Klasse ist gut auf die 9. Klasse vorbereitet da sie jetzt schon über dem Mindestanspruch für das Ende der 9. Klasse liegen. ","Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.","","2","Viele SuS waren nur zu einer Messung oder zu zwei Messungen dabei, was die Informationslage einschränkt. Außerdem gibt diese Darstellung ein viel negativees Bild ab, da viele Linien von oben nach unten verlaufen, was eine Verschlechterung darstellt. Schüler Gelb ist der Einzige dessen Punkt von Messung 3 über dem Punkt von Messung 1 liegt. ","","Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.","3","minus3","minus5","minus5","minus2","plus4","plus4","plus4","plus1","minus5","1","2","1","2","1, 3","1"
"PffzpP30HXgPgda_KyCvd0M4NoKi8U7F6tWcIQjaZNgXaBkkKiuqkQR39DlR4bwB","2022-05-03 08:23:01","2022-05-03 08:44:59","2022-05-03 08:44:59","","109","92","2","i","Im Durchschnitt haben fast alle Schüler die gute  Ergebnisse erzielt (mehr als 600 Punkte, Stufe 6)","","Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.","3","die Schüler haben meistens die Stufe 7- 8 erreicht, was die gute Ergebnisse zeigt. ","Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.","","3","null","minus3","plus3","plus1","plus3","minus3","plus1","plus3","minus3","1","4","1","1","2, 4",""
"nTyZCLzsul8hlvFkQVy4VpeZQcVZbrOBh7Ae4G22pUjhW111pyUp17k45lI3BU3i","2022-05-03 08:39:19","2022-05-03 08:52:04","2022-05-03 08:52:04","","370","93","2","c","Das Niveau nach 4 Wochen ist stark heterogen und entwickelt sich immer mehr hin zur Homogenität nach 8 Wochen. Aber in der vierten Woche wurde das beste Ergebnis mit 1050 Punkten erzielt. In Woche acht war das beste Ergebnis nur noch bei knapp 900 Punkten. Das heißt obwohl sich der Durchschnitt scheinbar verbessert, nimmt die Höchstleistung einzelner ab.","","Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.","2","Das Grundniveau für die achte Klasse wird von fast allen SuS durchgehend erreicht, einige liegen auch deutlich darüber. Dennoch gibt es vereinzelte SuS die zu schwach für die achte bzw. eine(n) SoS welche nach stand Woche 4 nicht einmal stark genug für Klasse 6 währe. Zu beobachten ist auch, dass in Woche 6 das beste gesamt Ergebnis vorliegt.","Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.","","1","minus3","minus4","minus1","null","plus3","plus1","plus2","null","minus4","1","2","2","1","2, 3",""
"IqBF57f1Gd2nRN6ue-T_7UjniNY6ika7WO1EvrVWmYddMnnE_flbEIvEWKCaaiZx","2022-05-03 09:05:50","2022-05-03 10:22:19","2022-05-03 10:22:20","","330","94","2","i","Die Stufen 9 und 10 nehmen mit der Zeit ab, d.h. dass das Wissen nicht gefestigt wurde. Wahrscheinlich wurde das zu wenig wiederholt.","","Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.-Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.","3","Die meisten Schüler:innen sind sehr gut und haben einen höheren Grundanspruch als es am Ende der Klasse 6 sein muss.","Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.","","1","null","minus3","plus3","null","plus3","minus3","null","plus3","minus3","1","4","1","4","2, 3",""
